index,GEOID,NAMELSAD,PostalCode,GEO_ID,Tract,County,State,S1701_C03_001E,S1701_C01_001E,propWhite,propBlack,propNative,propAsian,propPacIslander,propOther,propMulti,propHispanic,propWhiteNotHispanic,FIPS,GISJOIN,YEAR,GEOCODE,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,TRACTA,CBSAA,MEMI,CSAA,METDIVA,AREALAND,AREAWATR,BASENAME,NAME.y,Metropolitan.Division.Code,CSA.Code,CBSA.Title,Metropolitan.Micropolitan.Statistical.Area,Metropolitan.Division.Title,CSA.Title,County.County.Equivalent,State.Name,Central.Outlying.County,CBSA_Met,povCond,StateIndex,longitude,latitude,item,Group,section,file_name,,,,,trial,condition
543,8005007202,Census Tract 72.02,CO,1400000US08005007202,72.02, Arapahoe County,Colorado,8.5,4518,0.51770695,0.140548915,0.021691014,0.046923417,0,0.15294378,0.120185923,0.529659141,0.24147853,8,G0800050007202,2020,8005007202,4,8,Colorado,8,Arapahoe County,5,7202,19740,1,216,99999,1663433,0,72.02,Census Tract 72.02,NA,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,NA,"Denver-Aurora, CO",Arapahoe County,Colorado,Central,"Denver-Aurora-Lakewood, CO",lowPov,CO_543,-104.8723493,39.72619169,IMG_14_543.jpg,A,4,SV_PolicingMSA/CO_543/IMG_14_543.jpg,,,,,5,2
543,8005007202,Census Tract 72.02,CO,1400000US08005007202,72.02, Arapahoe County,Colorado,8.5,4518,0.51770695,0.140548915,0.021691014,0.046923417,0,0.15294378,0.120185923,0.529659141,0.24147853,8,G0800050007202,2020,8005007202,4,8,Colorado,8,Arapahoe County,5,7202,19740,1,216,99999,1663433,0,72.02,Census Tract 72.02,NA,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,NA,"Denver-Aurora, CO",Arapahoe County,Colorado,Central,"Denver-Aurora-Lakewood, CO",lowPov,CO_543,-104.8687179,39.73611749,IMG_0_543.jpg,A,4,SV_PolicingMSA/CO_543/IMG_0_543.jpg,,,,,5,2
543,8005007202,Census Tract 72.02,CO,1400000US08005007202,72.02, Arapahoe County,Colorado,8.5,4518,0.51770695,0.140548915,0.021691014,0.046923417,0,0.15294378,0.120185923,0.529659141,0.24147853,8,G0800050007202,2020,8005007202,4,8,Colorado,8,Arapahoe County,5,7202,19740,1,216,99999,1663433,0,72.02,Census Tract 72.02,NA,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,NA,"Denver-Aurora, CO",Arapahoe County,Colorado,Central,"Denver-Aurora-Lakewood, CO",lowPov,CO_543,-104.8662703,39.73305188,IMG_5_543.jpg,A,4,SV_PolicingMSA/CO_543/IMG_5_543.jpg,,,,,5,2
543,8005007202,Census Tract 72.02,CO,1400000US08005007202,72.02, Arapahoe County,Colorado,8.5,4518,0.51770695,0.140548915,0.021691014,0.046923417,0,0.15294378,0.120185923,0.529659141,0.24147853,8,G0800050007202,2020,8005007202,4,8,Colorado,8,Arapahoe County,5,7202,19740,1,216,99999,1663433,0,72.02,Census Tract 72.02,NA,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,NA,"Denver-Aurora, CO",Arapahoe County,Colorado,Central,"Denver-Aurora-Lakewood, CO",lowPov,CO_543,-104.8717596,39.73244823,IMG_9_543.jpg,A,4,SV_PolicingMSA/CO_543/IMG_9_543.jpg,,,,,5,2
543,8005007202,Census Tract 72.02,CO,1400000US08005007202,72.02, Arapahoe County,Colorado,8.5,4518,0.51770695,0.140548915,0.021691014,0.046923417,0,0.15294378,0.120185923,0.529659141,0.24147853,8,G0800050007202,2020,8005007202,4,8,Colorado,8,Arapahoe County,5,7202,19740,1,216,99999,1663433,0,72.02,Census Tract 72.02,NA,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,NA,"Denver-Aurora, CO",Arapahoe County,Colorado,Central,"Denver-Aurora-Lakewood, CO",lowPov,CO_543,-104.8778999,39.72904575,IMG_1_543.jpg,A,4,SV_PolicingMSA/CO_543/IMG_1_543.jpg,,,,,5,2
543,8005007202,Census Tract 72.02,CO,1400000US08005007202,72.02, Arapahoe County,Colorado,8.5,4518,0.51770695,0.140548915,0.021691014,0.046923417,0,0.15294378,0.120185923,0.529659141,0.24147853,8,G0800050007202,2020,8005007202,4,8,Colorado,8,Arapahoe County,5,7202,19740,1,216,99999,1663433,0,72.02,Census Tract 72.02,NA,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,NA,"Denver-Aurora, CO",Arapahoe County,Colorado,Central,"Denver-Aurora-Lakewood, CO",lowPov,CO_543,-104.8710962,39.73089973,IMG_13_543.jpg,A,4,SV_PolicingMSA/CO_543/IMG_13_543.jpg,,,,,5,2
1325,8031004113,Census Tract 41.13,CO,1400000US08031004113,41.13, Denver County,Colorado,4.2,1750,0.881714286,0.028571429,0,0.026857143,0,0,0.062857143,0.046857143,0.834857143,8,G0800310004113,2020,8031004113,4,8,Colorado,8,Denver County,31,4113,19740,1,216,99999,2718836,0,41.13,Census Tract 41.13,NA,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,NA,"Denver-Aurora, CO",Denver County,Colorado,Central,"Denver-Aurora-Lakewood, CO",lowPov,CO_1325,-104.8967523,39.76681269,IMG_13_1325.jpg,B,4,SV_PolicingMSA/CO_1325/IMG_13_1325.jpg,,,,,6,2
1325,8031004113,Census Tract 41.13,CO,1400000US08031004113,41.13, Denver County,Colorado,4.2,1750,0.881714286,0.028571429,0,0.026857143,0,0,0.062857143,0.046857143,0.834857143,8,G0800310004113,2020,8031004113,4,8,Colorado,8,Denver County,31,4113,19740,1,216,99999,2718836,0,41.13,Census Tract 41.13,NA,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,NA,"Denver-Aurora, CO",Denver County,Colorado,Central,"Denver-Aurora-Lakewood, CO",lowPov,CO_1325,-104.9028494,39.76624861,IMG_5_1325.jpg,B,4,SV_PolicingMSA/CO_1325/IMG_5_1325.jpg,,,,,6,2
1325,8031004113,Census Tract 41.13,CO,1400000US08031004113,41.13, Denver County,Colorado,4.2,1750,0.881714286,0.028571429,0,0.026857143,0,0,0.062857143,0.046857143,0.834857143,8,G0800310004113,2020,8031004113,4,8,Colorado,8,Denver County,31,4113,19740,1,216,99999,2718836,0,41.13,Census Tract 41.13,NA,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,NA,"Denver-Aurora, CO",Denver County,Colorado,Central,"Denver-Aurora-Lakewood, CO",lowPov,CO_1325,-104.8952193,39.76500999,IMG_3_1325.jpg,B,4,SV_PolicingMSA/CO_1325/IMG_3_1325.jpg,,,,,6,2
1325,8031004113,Census Tract 41.13,CO,1400000US08031004113,41.13, Denver County,Colorado,4.2,1750,0.881714286,0.028571429,0,0.026857143,0,0,0.062857143,0.046857143,0.834857143,8,G0800310004113,2020,8031004113,4,8,Colorado,8,Denver County,31,4113,19740,1,216,99999,2718836,0,41.13,Census Tract 41.13,NA,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,NA,"Denver-Aurora, CO",Denver County,Colorado,Central,"Denver-Aurora-Lakewood, CO",lowPov,CO_1325,-104.8959545,39.76758707,IMG_9_1325.jpg,B,4,SV_PolicingMSA/CO_1325/IMG_9_1325.jpg,,,,,6,2
1325,8031004113,Census Tract 41.13,CO,1400000US08031004113,41.13, Denver County,Colorado,4.2,1750,0.881714286,0.028571429,0,0.026857143,0,0,0.062857143,0.046857143,0.834857143,8,G0800310004113,2020,8031004113,4,8,Colorado,8,Denver County,31,4113,19740,1,216,99999,2718836,0,41.13,Census Tract 41.13,NA,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,NA,"Denver-Aurora, CO",Denver County,Colorado,Central,"Denver-Aurora-Lakewood, CO",lowPov,CO_1325,-104.8906345,39.76274354,IMG_14_1325.jpg,B,4,SV_PolicingMSA/CO_1325/IMG_14_1325.jpg,,,,,6,2
1325,8031004113,Census Tract 41.13,CO,1400000US08031004113,41.13, Denver County,Colorado,4.2,1750,0.881714286,0.028571429,0,0.026857143,0,0,0.062857143,0.046857143,0.834857143,8,G0800310004113,2020,8031004113,4,8,Colorado,8,Denver County,31,4113,19740,1,216,99999,2718836,0,41.13,Census Tract 41.13,NA,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,NA,"Denver-Aurora, CO",Denver County,Colorado,Central,"Denver-Aurora-Lakewood, CO",lowPov,CO_1325,-104.8945063,39.76799493,IMG_11_1325.jpg,B,4,SV_PolicingMSA/CO_1325/IMG_11_1325.jpg,,,,,6,2
1325,8031004113,Census Tract 41.13,CO,1400000US08031004113,41.13, Denver County,Colorado,4.2,1750,0.881714286,0.028571429,0,0.026857143,0,0,0.062857143,0.046857143,0.834857143,8,G0800310004113,2020,8031004113,4,8,Colorado,8,Denver County,31,4113,19740,1,216,99999,2718836,0,41.13,Census Tract 41.13,NA,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,NA,"Denver-Aurora, CO",Denver County,Colorado,Central,"Denver-Aurora-Lakewood, CO",lowPov,CO_1325,-104.9022401,39.77815489,IMG_1_1325.jpg,B,4,SV_PolicingMSA/CO_1325/IMG_1_1325.jpg,,,,,6,2
1325,8031004113,Census Tract 41.13,CO,1400000US08031004113,41.13, Denver County,Colorado,4.2,1750,0.881714286,0.028571429,0,0.026857143,0,0,0.062857143,0.046857143,0.834857143,8,G0800310004113,2020,8031004113,4,8,Colorado,8,Denver County,31,4113,19740,1,216,99999,2718836,0,41.13,Census Tract 41.13,NA,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,NA,"Denver-Aurora, CO",Denver County,Colorado,Central,"Denver-Aurora-Lakewood, CO",lowPov,CO_1325,-104.8911395,39.76852618,IMG_8_1325.jpg,B,4,SV_PolicingMSA/CO_1325/IMG_8_1325.jpg,,,,,6,2
674,8035014123,Census Tract 141.23,CO,1400000US08035014123,141.23, Douglas County,Colorado,4.3,3619,0.830892512,0.038961039,0.000552639,0.010223819,0.00939486,0.088422216,0.021552915,0.162199503,0.77397071,8,G0800350014123,2020,8035014123,4,8,Colorado,8,Douglas County,35,14123,19740,1,216,99999,5624145,0,141.23,Census Tract 141.23,NA,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,NA,"Denver-Aurora, CO",Douglas County,Colorado,Central,"Denver-Aurora-Lakewood, CO",lowPov,CO_674,-104.8723381,39.4086406,IMG_8_674.jpg,C,4,SV_PolicingMSA/CO_674/IMG_8_674.jpg,,,,,7,2
674,8035014123,Census Tract 141.23,CO,1400000US08035014123,141.23, Douglas County,Colorado,4.3,3619,0.830892512,0.038961039,0.000552639,0.010223819,0.00939486,0.088422216,0.021552915,0.162199503,0.77397071,8,G0800350014123,2020,8035014123,4,8,Colorado,8,Douglas County,35,14123,19740,1,216,99999,5624145,0,141.23,Census Tract 141.23,NA,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,NA,"Denver-Aurora, CO",Douglas County,Colorado,Central,"Denver-Aurora-Lakewood, CO",lowPov,CO_674,-104.8983829,39.4243625,IMG_4_674.jpg,C,4,SV_PolicingMSA/CO_674/IMG_4_674.jpg,,,,,7,2
674,8035014123,Census Tract 141.23,CO,1400000US08035014123,141.23, Douglas County,Colorado,4.3,3619,0.830892512,0.038961039,0.000552639,0.010223819,0.00939486,0.088422216,0.021552915,0.162199503,0.77397071,8,G0800350014123,2020,8035014123,4,8,Colorado,8,Douglas County,35,14123,19740,1,216,99999,5624145,0,141.23,Census Tract 141.23,NA,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,NA,"Denver-Aurora, CO",Douglas County,Colorado,Central,"Denver-Aurora-Lakewood, CO",lowPov,CO_674,-104.8818801,39.42133148,IMG_13_674.jpg,C,4,SV_PolicingMSA/CO_674/IMG_13_674.jpg,,,,,7,2
674,8035014123,Census Tract 141.23,CO,1400000US08035014123,141.23, Douglas County,Colorado,4.3,3619,0.830892512,0.038961039,0.000552639,0.010223819,0.00939486,0.088422216,0.021552915,0.162199503,0.77397071,8,G0800350014123,2020,8035014123,4,8,Colorado,8,Douglas County,35,14123,19740,1,216,99999,5624145,0,141.23,Census Tract 141.23,NA,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,NA,"Denver-Aurora, CO",Douglas County,Colorado,Central,"Denver-Aurora-Lakewood, CO",lowPov,CO_674,-104.8796193,39.42093556,IMG_7_674.jpg,C,4,SV_PolicingMSA/CO_674/IMG_7_674.jpg,,,,,7,2
674,8035014123,Census Tract 141.23,CO,1400000US08035014123,141.23, Douglas County,Colorado,4.3,3619,0.830892512,0.038961039,0.000552639,0.010223819,0.00939486,0.088422216,0.021552915,0.162199503,0.77397071,8,G0800350014123,2020,8035014123,4,8,Colorado,8,Douglas County,35,14123,19740,1,216,99999,5624145,0,141.23,Census Tract 141.23,NA,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,NA,"Denver-Aurora, CO",Douglas County,Colorado,Central,"Denver-Aurora-Lakewood, CO",lowPov,CO_674,-104.8790903,39.41972231,IMG_0_674.jpg,C,4,SV_PolicingMSA/CO_674/IMG_0_674.jpg,,,,,7,2
674,8035014123,Census Tract 141.23,CO,1400000US08035014123,141.23, Douglas County,Colorado,4.3,3619,0.830892512,0.038961039,0.000552639,0.010223819,0.00939486,0.088422216,0.021552915,0.162199503,0.77397071,8,G0800350014123,2020,8035014123,4,8,Colorado,8,Douglas County,35,14123,19740,1,216,99999,5624145,0,141.23,Census Tract 141.23,NA,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,NA,"Denver-Aurora, CO",Douglas County,Colorado,Central,"Denver-Aurora-Lakewood, CO",lowPov,CO_674,-104.8672749,39.40116573,IMG_2_674.jpg,C,4,SV_PolicingMSA/CO_674/IMG_2_674.jpg,,,,,7,2
674,8035014123,Census Tract 141.23,CO,1400000US08035014123,141.23, Douglas County,Colorado,4.3,3619,0.830892512,0.038961039,0.000552639,0.010223819,0.00939486,0.088422216,0.021552915,0.162199503,0.77397071,8,G0800350014123,2020,8035014123,4,8,Colorado,8,Douglas County,35,14123,19740,1,216,99999,5624145,0,141.23,Census Tract 141.23,NA,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,NA,"Denver-Aurora, CO",Douglas County,Colorado,Central,"Denver-Aurora-Lakewood, CO",lowPov,CO_674,-104.8769583,39.42171785,IMG_10_674.jpg,C,4,SV_PolicingMSA/CO_674/IMG_10_674.jpg,,,,,7,2
674,8035014123,Census Tract 141.23,CO,1400000US08035014123,141.23, Douglas County,Colorado,4.3,3619,0.830892512,0.038961039,0.000552639,0.010223819,0.00939486,0.088422216,0.021552915,0.162199503,0.77397071,8,G0800350014123,2020,8035014123,4,8,Colorado,8,Douglas County,35,14123,19740,1,216,99999,5624145,0,141.23,Census Tract 141.23,NA,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,NA,"Denver-Aurora, CO",Douglas County,Colorado,Central,"Denver-Aurora-Lakewood, CO",lowPov,CO_674,-104.879038,39.42340472,IMG_14_674.jpg,C,4,SV_PolicingMSA/CO_674/IMG_14_674.jpg,,,,,7,2
572,8059009827,Census Tract 98.27,CO,1400000US08059009827,98.27, Jefferson County,Colorado,2.6,6106,0.854405503,0.008024894,0.009990174,0.074844415,0,0.006223387,0.046511628,0.129380937,0.772355061,8,G0800590009827,2020,8059009827,4,8,Colorado,8,Jefferson County,59,9827,19740,1,216,99999,4390342,157334,98.27,Census Tract 98.27,NA,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,NA,"Denver-Aurora, CO",Jefferson County,Colorado,Central,"Denver-Aurora-Lakewood, CO",lowPov,CO_572,-105.061328,39.86651295,IMG_3_572.jpg,D,4,SV_PolicingMSA/CO_572/IMG_3_572.jpg,,,,,8,2
572,8059009827,Census Tract 98.27,CO,1400000US08059009827,98.27, Jefferson County,Colorado,2.6,6106,0.854405503,0.008024894,0.009990174,0.074844415,0,0.006223387,0.046511628,0.129380937,0.772355061,8,G0800590009827,2020,8059009827,4,8,Colorado,8,Jefferson County,59,9827,19740,1,216,99999,4390342,157334,98.27,Census Tract 98.27,NA,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,NA,"Denver-Aurora, CO",Jefferson County,Colorado,Central,"Denver-Aurora-Lakewood, CO",lowPov,CO_572,-105.0676184,39.87363528,IMG_8_572.jpg,D,4,SV_PolicingMSA/CO_572/IMG_8_572.jpg,,,,,8,2
572,8059009827,Census Tract 98.27,CO,1400000US08059009827,98.27, Jefferson County,Colorado,2.6,6106,0.854405503,0.008024894,0.009990174,0.074844415,0,0.006223387,0.046511628,0.129380937,0.772355061,8,G0800590009827,2020,8059009827,4,8,Colorado,8,Jefferson County,59,9827,19740,1,216,99999,4390342,157334,98.27,Census Tract 98.27,NA,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,NA,"Denver-Aurora, CO",Jefferson County,Colorado,Central,"Denver-Aurora-Lakewood, CO",lowPov,CO_572,-105.0741669,39.86863081,IMG_14_572.jpg,D,4,SV_PolicingMSA/CO_572/IMG_14_572.jpg,,,,,8,2
572,8059009827,Census Tract 98.27,CO,1400000US08059009827,98.27, Jefferson County,Colorado,2.6,6106,0.854405503,0.008024894,0.009990174,0.074844415,0,0.006223387,0.046511628,0.129380937,0.772355061,8,G0800590009827,2020,8059009827,4,8,Colorado,8,Jefferson County,59,9827,19740,1,216,99999,4390342,157334,98.27,Census Tract 98.27,NA,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,NA,"Denver-Aurora, CO",Jefferson County,Colorado,Central,"Denver-Aurora-Lakewood, CO",lowPov,CO_572,-105.0723898,39.88387266,IMG_4_572.jpg,D,4,SV_PolicingMSA/CO_572/IMG_4_572.jpg,,,,,8,2
572,8059009827,Census Tract 98.27,CO,1400000US08059009827,98.27, Jefferson County,Colorado,2.6,6106,0.854405503,0.008024894,0.009990174,0.074844415,0,0.006223387,0.046511628,0.129380937,0.772355061,8,G0800590009827,2020,8059009827,4,8,Colorado,8,Jefferson County,59,9827,19740,1,216,99999,4390342,157334,98.27,Census Tract 98.27,NA,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,NA,"Denver-Aurora, CO",Jefferson County,Colorado,Central,"Denver-Aurora-Lakewood, CO",lowPov,CO_572,-105.0807136,39.86388426,IMG_11_572.jpg,D,4,SV_PolicingMSA/CO_572/IMG_11_572.jpg,,,,,8,2
572,8059009827,Census Tract 98.27,CO,1400000US08059009827,98.27, Jefferson County,Colorado,2.6,6106,0.854405503,0.008024894,0.009990174,0.074844415,0,0.006223387,0.046511628,0.129380937,0.772355061,8,G0800590009827,2020,8059009827,4,8,Colorado,8,Jefferson County,59,9827,19740,1,216,99999,4390342,157334,98.27,Census Tract 98.27,NA,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,NA,"Denver-Aurora, CO",Jefferson County,Colorado,Central,"Denver-Aurora-Lakewood, CO",lowPov,CO_572,-105.0721997,39.88320735,IMG_5_572.jpg,D,4,SV_PolicingMSA/CO_572/IMG_5_572.jpg,,,,,8,2
572,8059009827,Census Tract 98.27,CO,1400000US08059009827,98.27, Jefferson County,Colorado,2.6,6106,0.854405503,0.008024894,0.009990174,0.074844415,0,0.006223387,0.046511628,0.129380937,0.772355061,8,G0800590009827,2020,8059009827,4,8,Colorado,8,Jefferson County,59,9827,19740,1,216,99999,4390342,157334,98.27,Census Tract 98.27,NA,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,NA,"Denver-Aurora, CO",Jefferson County,Colorado,Central,"Denver-Aurora-Lakewood, CO",lowPov,CO_572,-105.0805955,39.86496083,IMG_1_572.jpg,D,4,SV_PolicingMSA/CO_572/IMG_1_572.jpg,,,,,8,2
572,8059009827,Census Tract 98.27,CO,1400000US08059009827,98.27, Jefferson County,Colorado,2.6,6106,0.854405503,0.008024894,0.009990174,0.074844415,0,0.006223387,0.046511628,0.129380937,0.772355061,8,G0800590009827,2020,8059009827,4,8,Colorado,8,Jefferson County,59,9827,19740,1,216,99999,4390342,157334,98.27,Census Tract 98.27,NA,216,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,NA,"Denver-Aurora, CO",Jefferson County,Colorado,Central,"Denver-Aurora-Lakewood, CO",lowPov,CO_572,-105.0789465,39.86784055,IMG_2_572.jpg,D,4,SV_PolicingMSA/CO_572/IMG_2_572.jpg,,,,,8,2
1804,26049000300,Census Tract 3,MI,1400000US26049000300,3, Genesee County,Michigan,35.4,2079,0.020683021,0.820586821,0,0,0,0,0.158730159,0.009139009,0.020683021,26,G2600490000300,2020,26049000300,2,3,Michigan,26,Genesee County,49,300,22420,1,220,99999,1170593,0,3,Census Tract 3,NA,220,"Flint, MI",Metropolitan Statistical Area,NA,"Detroit-Warren-Ann Arbor, MI",Genesee County,Michigan,Central,"Flint, MI",highPov,MI_1804,-83.72487546,43.06564767,IMG_12_1804.jpg,A,5,SV_PolicingMSA/MI_1804/IMG_12_1804.jpg,,,,,1,1
1804,26049000300,Census Tract 3,MI,1400000US26049000300,3, Genesee County,Michigan,35.4,2079,0.020683021,0.820586821,0,0,0,0,0.158730159,0.009139009,0.020683021,26,G2600490000300,2020,26049000300,2,3,Michigan,26,Genesee County,49,300,22420,1,220,99999,1170593,0,3,Census Tract 3,NA,220,"Flint, MI",Metropolitan Statistical Area,NA,"Detroit-Warren-Ann Arbor, MI",Genesee County,Michigan,Central,"Flint, MI",highPov,MI_1804,-83.72343075,43.06492116,IMG_0_1804.jpg,A,5,SV_PolicingMSA/MI_1804/IMG_0_1804.jpg,,,,,1,1
1804,26049000300,Census Tract 3,MI,1400000US26049000300,3, Genesee County,Michigan,35.4,2079,0.020683021,0.820586821,0,0,0,0,0.158730159,0.009139009,0.020683021,26,G2600490000300,2020,26049000300,2,3,Michigan,26,Genesee County,49,300,22420,1,220,99999,1170593,0,3,Census Tract 3,NA,220,"Flint, MI",Metropolitan Statistical Area,NA,"Detroit-Warren-Ann Arbor, MI",Genesee County,Michigan,Central,"Flint, MI",highPov,MI_1804,-83.72680418,43.0657484,IMG_8_1804.jpg,A,5,SV_PolicingMSA/MI_1804/IMG_8_1804.jpg,,,,,1,1
1804,26049000300,Census Tract 3,MI,1400000US26049000300,3, Genesee County,Michigan,35.4,2079,0.020683021,0.820586821,0,0,0,0,0.158730159,0.009139009,0.020683021,26,G2600490000300,2020,26049000300,2,3,Michigan,26,Genesee County,49,300,22420,1,220,99999,1170593,0,3,Census Tract 3,NA,220,"Flint, MI",Metropolitan Statistical Area,NA,"Detroit-Warren-Ann Arbor, MI",Genesee County,Michigan,Central,"Flint, MI",highPov,MI_1804,-83.7189204,43.06702097,IMG_9_1804.jpg,A,5,SV_PolicingMSA/MI_1804/IMG_9_1804.jpg,,,,,1,1
1804,26049000300,Census Tract 3,MI,1400000US26049000300,3, Genesee County,Michigan,35.4,2079,0.020683021,0.820586821,0,0,0,0,0.158730159,0.009139009,0.020683021,26,G2600490000300,2020,26049000300,2,3,Michigan,26,Genesee County,49,300,22420,1,220,99999,1170593,0,3,Census Tract 3,NA,220,"Flint, MI",Metropolitan Statistical Area,NA,"Detroit-Warren-Ann Arbor, MI",Genesee County,Michigan,Central,"Flint, MI",highPov,MI_1804,-83.71524472,43.06265072,IMG_3_1804.jpg,A,5,SV_PolicingMSA/MI_1804/IMG_3_1804.jpg,,,,,1,1
1804,26049000300,Census Tract 3,MI,1400000US26049000300,3, Genesee County,Michigan,35.4,2079,0.020683021,0.820586821,0,0,0,0,0.158730159,0.009139009,0.020683021,26,G2600490000300,2020,26049000300,2,3,Michigan,26,Genesee County,49,300,22420,1,220,99999,1170593,0,3,Census Tract 3,NA,220,"Flint, MI",Metropolitan Statistical Area,NA,"Detroit-Warren-Ann Arbor, MI",Genesee County,Michigan,Central,"Flint, MI",highPov,MI_1804,-83.72478922,43.06305383,IMG_14_1804.jpg,A,5,SV_PolicingMSA/MI_1804/IMG_14_1804.jpg,,,,,1,1
1804,26049000300,Census Tract 3,MI,1400000US26049000300,3, Genesee County,Michigan,35.4,2079,0.020683021,0.820586821,0,0,0,0,0.158730159,0.009139009,0.020683021,26,G2600490000300,2020,26049000300,2,3,Michigan,26,Genesee County,49,300,22420,1,220,99999,1170593,0,3,Census Tract 3,NA,220,"Flint, MI",Metropolitan Statistical Area,NA,"Detroit-Warren-Ann Arbor, MI",Genesee County,Michigan,Central,"Flint, MI",highPov,MI_1804,-83.72915299,43.0647925,IMG_7_1804.jpg,A,5,SV_PolicingMSA/MI_1804/IMG_7_1804.jpg,,,,,1,1
1804,26049000300,Census Tract 3,MI,1400000US26049000300,3, Genesee County,Michigan,35.4,2079,0.020683021,0.820586821,0,0,0,0,0.158730159,0.009139009,0.020683021,26,G2600490000300,2020,26049000300,2,3,Michigan,26,Genesee County,49,300,22420,1,220,99999,1170593,0,3,Census Tract 3,NA,220,"Flint, MI",Metropolitan Statistical Area,NA,"Detroit-Warren-Ann Arbor, MI",Genesee County,Michigan,Central,"Flint, MI",highPov,MI_1804,-83.73263054,43.06718241,IMG_5_1804.jpg,A,5,SV_PolicingMSA/MI_1804/IMG_5_1804.jpg,,,,,1,1
1808,26049000700,Census Tract 7,MI,1400000US26049000700,7, Genesee County,Michigan,34.6,2153,0.009753832,0.990246168,0,0,0,0,0,0,0.009753832,26,G2600490000700,2020,26049000700,2,3,Michigan,26,Genesee County,49,700,22420,1,220,99999,1378047,0,7,Census Tract 7,NA,220,"Flint, MI",Metropolitan Statistical Area,NA,"Detroit-Warren-Ann Arbor, MI",Genesee County,Michigan,Central,"Flint, MI",highPov,MI_1808,-83.72760134,43.04775727,IMG_10_1808.jpg,B,5,SV_PolicingMSA/MI_1808/IMG_10_1808.jpg,,,,,2,1
1808,26049000700,Census Tract 7,MI,1400000US26049000700,7, Genesee County,Michigan,34.6,2153,0.009753832,0.990246168,0,0,0,0,0,0,0.009753832,26,G2600490000700,2020,26049000700,2,3,Michigan,26,Genesee County,49,700,22420,1,220,99999,1378047,0,7,Census Tract 7,NA,220,"Flint, MI",Metropolitan Statistical Area,NA,"Detroit-Warren-Ann Arbor, MI",Genesee County,Michigan,Central,"Flint, MI",highPov,MI_1808,-83.7141382,43.05076197,IMG_4_1808.jpg,B,5,SV_PolicingMSA/MI_1808/IMG_4_1808.jpg,,,,,2,1
1808,26049000700,Census Tract 7,MI,1400000US26049000700,7, Genesee County,Michigan,34.6,2153,0.009753832,0.990246168,0,0,0,0,0,0,0.009753832,26,G2600490000700,2020,26049000700,2,3,Michigan,26,Genesee County,49,700,22420,1,220,99999,1378047,0,7,Census Tract 7,NA,220,"Flint, MI",Metropolitan Statistical Area,NA,"Detroit-Warren-Ann Arbor, MI",Genesee County,Michigan,Central,"Flint, MI",highPov,MI_1808,-83.72701186,43.04811334,IMG_0_1808.jpg,B,5,SV_PolicingMSA/MI_1808/IMG_0_1808.jpg,,,,,2,1
1808,26049000700,Census Tract 7,MI,1400000US26049000700,7, Genesee County,Michigan,34.6,2153,0.009753832,0.990246168,0,0,0,0,0,0,0.009753832,26,G2600490000700,2020,26049000700,2,3,Michigan,26,Genesee County,49,700,22420,1,220,99999,1378047,0,7,Census Tract 7,NA,220,"Flint, MI",Metropolitan Statistical Area,NA,"Detroit-Warren-Ann Arbor, MI",Genesee County,Michigan,Central,"Flint, MI",highPov,MI_1808,-83.72727375,43.05242644,IMG_5_1808.jpg,B,5,SV_PolicingMSA/MI_1808/IMG_5_1808.jpg,,,,,2,1
