"","path","task","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","section","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","rt","stimulus","response","success","timeout","failed_images","failed_audio","failed_video","block.x.x","accuracy","slider_start","choices","standardized_response","correct","num_attention_checks_correct","stim_tract","stim_tractT","block.x","P0_Q1.wealthy","P0_Q1.safe","P0_Q1.walkable","P0_Q1.traditional","P0_Q1.diverse","block_fixed","stim_tractT.x","block.y","P0_Q1.violence","P0_Q1.crime","P0_Q1.drug","P0_Q1.schools","P0_Q1.opportunities","stim_tractT.y","block.y.y","P0_Q1.movein","P0_Q1.moveout","P0_Q1.shopping","P0_Q1.walk","P0_Q1.park","P0_Q1.school","age","sex","gender","gender-self-describe","zipcode","surveyComments"
"676","/Users/arajo/Documents/01. Project/repsPoliceCICompare/data/repsPoliceCICompare_s-13_p-undefined_s-6568aa238fb544e29e95386f_SESSION_2023-11-30_10h47.58.636.csv","sliderTrial","html-slider-response",21,224735,"0.0-21.0",NA,"656776a7904ae00d6b91d1dd","6568aa238fb544e29e95386f",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2638","[""SV_PolicingMSA/CA_6489/IMG_1_6489.jpg"",""SV_PolicingMSA/CA_6489/IMG_6_6489.jpg"",""SV_PolicingMSA/CA_6489/IMG_7_6489.jpg"",""SV_PolicingMSA/CA_6489/IMG_4_6489.jpg"",""SV_PolicingMSA/CA_6489/IMG_12_6489.jpg"",""SV_PolicingMSA/CA_6489/IMG_8_6489.jpg"",""SV_PolicingMSA/CA_6489/IMG_0_6489.jpg"",""SV_PolicingMSA/CA_6489/IMG_9_6489.jpg""]","3",NA,NA,NA,NA,NA,2,NA,4,"[""./rc_img/cop_condGroup_5_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_5_SafeStreets_autoscaled.png""]",3,NA,NA,"CA_6489","CA_6489",2,2,3,0,1,1,3,"CA_6489",2,1,1,0,3,3,"CA_6489",2,0,2,4,0,3,3,"32","female","woman","","48817","I wouldn't walk alone at night anywhere because it is not safe for women (to explain why I only chose that answer for every one). I also think the police should be abolished, so I generally tried to choose the nicer looking one."
"677","/Users/arajo/Documents/01. Project/repsPoliceCICompare/data/repsPoliceCICompare_s-13_p-undefined_s-6568aa238fb544e29e95386f_SESSION_2023-11-30_10h47.58.636.csv","sliderTrial","html-slider-response",22,227445,"0.0-22.0",NA,"656776a7904ae00d6b91d1dd","6568aa238fb544e29e95386f",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2708","[""SV_PolicingMSA/CA_6489/IMG_1_6489.jpg"",""SV_PolicingMSA/CA_6489/IMG_6_6489.jpg"",""SV_PolicingMSA/CA_6489/IMG_7_6489.jpg"",""SV_PolicingMSA/CA_6489/IMG_4_6489.jpg"",""SV_PolicingMSA/CA_6489/IMG_12_6489.jpg"",""SV_PolicingMSA/CA_6489/IMG_8_6489.jpg"",""SV_PolicingMSA/CA_6489/IMG_0_6489.jpg"",""SV_PolicingMSA/CA_6489/IMG_9_6489.jpg""]","3",NA,NA,NA,NA,NA,2,NA,4,"[""./rc_img/cop_condGroup_10_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_10_SafeStreets_autoscaled.png""]",3,NA,NA,"CA_6489","CA_6489",2,2,3,0,1,1,3,"CA_6489",2,1,1,0,3,3,"CA_6489",2,0,2,4,0,3,3,"32","female","woman","","48817","I wouldn't walk alone at night anywhere because it is not safe for women (to explain why I only chose that answer for every one). I also think the police should be abolished, so I generally tried to choose the nicer looking one."
"678","/Users/arajo/Documents/01. Project/repsPoliceCICompare/data/repsPoliceCICompare_s-13_p-undefined_s-6568aa238fb544e29e95386f_SESSION_2023-11-30_10h47.58.636.csv","sliderTrial","html-slider-response",35,337847,"0.0-35.0",NA,"656776a7904ae00d6b91d1dd","6568aa238fb544e29e95386f",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11784","[""SV_PolicingMSA/CA_3402/IMG_4_3402.jpg"",""SV_PolicingMSA/CA_3402/IMG_1_3402.jpg"",""SV_PolicingMSA/CA_3402/IMG_5_3402.jpg"",""SV_PolicingMSA/CA_3402/IMG_0_3402.jpg"",""SV_PolicingMSA/CA_3402/IMG_14_3402.jpg"",""SV_PolicingMSA/CA_3402/IMG_7_3402.jpg"",""SV_PolicingMSA/CA_3402/IMG_12_3402.jpg"",""SV_PolicingMSA/CA_3402/IMG_10_3402.jpg""]","6",NA,NA,NA,NA,NA,3,NA,4,"[""./rc_img/cop_condGroup_19_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_19_CommunitySafety_autoscaled.png""]",2,NA,NA,"CA_3402","CA_3402",3,2,3,0,1,2,5,"CA_3402",3,2,2,1,2,2,"CA_3402",3,1,2,2,0,2,2,"32","female","woman","","48817","I wouldn't walk alone at night anywhere because it is not safe for women (to explain why I only chose that answer for every one). I also think the police should be abolished, so I generally tried to choose the nicer looking one."
"679","/Users/arajo/Documents/01. Project/repsPoliceCICompare/data/repsPoliceCICompare_s-13_p-undefined_s-6568aa238fb544e29e95386f_SESSION_2023-11-30_10h47.58.636.csv","sliderTrial","html-slider-response",36,341641,"0.0-36.0",NA,"656776a7904ae00d6b91d1dd","6568aa238fb544e29e95386f",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3792","[""SV_PolicingMSA/CA_3402/IMG_4_3402.jpg"",""SV_PolicingMSA/CA_3402/IMG_1_3402.jpg"",""SV_PolicingMSA/CA_3402/IMG_5_3402.jpg"",""SV_PolicingMSA/CA_3402/IMG_0_3402.jpg"",""SV_PolicingMSA/CA_3402/IMG_14_3402.jpg"",""SV_PolicingMSA/CA_3402/IMG_7_3402.jpg"",""SV_PolicingMSA/CA_3402/IMG_12_3402.jpg"",""SV_PolicingMSA/CA_3402/IMG_10_3402.jpg""]","2",NA,NA,NA,NA,NA,3,NA,4,"[""./rc_img/cop_condGroup_18_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_18_SafeStreets_autoscaled.png""]",2,NA,NA,"CA_3402","CA_3402",3,2,3,0,1,2,5,"CA_3402",3,2,2,1,2,2,"CA_3402",3,1,2,2,0,2,2,"32","female","woman","","48817","I wouldn't walk alone at night anywhere because it is not safe for women (to explain why I only chose that answer for every one). I also think the police should be abolished, so I generally tried to choose the nicer looking one."
"680","/Users/arajo/Documents/01. Project/repsPoliceCICompare/data/repsPoliceCICompare_s-13_p-undefined_s-6568aa238fb544e29e95386f_SESSION_2023-11-30_10h47.58.636.csv","sliderTrial","html-slider-response",37,344541,"0.0-37.0",NA,"656776a7904ae00d6b91d1dd","6568aa238fb544e29e95386f",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2898","[""SV_PolicingMSA/CA_3402/IMG_4_3402.jpg"",""SV_PolicingMSA/CA_3402/IMG_1_3402.jpg"",""SV_PolicingMSA/CA_3402/IMG_5_3402.jpg"",""SV_PolicingMSA/CA_3402/IMG_0_3402.jpg"",""SV_PolicingMSA/CA_3402/IMG_14_3402.jpg"",""SV_PolicingMSA/CA_3402/IMG_7_3402.jpg"",""SV_PolicingMSA/CA_3402/IMG_12_3402.jpg"",""SV_PolicingMSA/CA_3402/IMG_10_3402.jpg""]","3",NA,NA,NA,NA,NA,3,NA,4,"[""./rc_img/cop_condGroup_9_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_9_SafeStreets_autoscaled.png""]",3,NA,NA,"CA_3402","CA_3402",3,2,3,0,1,2,5,"CA_3402",3,2,2,1,2,2,"CA_3402",3,1,2,2,0,2,2,"32","female","woman","","48817","I wouldn't walk alone at night anywhere because it is not safe for women (to explain why I only chose that answer for every one). I also think the police should be abolished, so I generally tried to choose the nicer looking one."
"681","/Users/arajo/Documents/01. Project/repsPoliceCICompare/data/repsPoliceCICompare_s-13_p-undefined_s-6568aa238fb544e29e95386f_SESSION_2023-11-30_10h47.58.636.csv","sliderTrial","html-slider-response",38,347140,"0.0-38.0",NA,"656776a7904ae00d6b91d1dd","6568aa238fb544e29e95386f",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2598","[""SV_PolicingMSA/CA_3402/IMG_4_3402.jpg"",""SV_PolicingMSA/CA_3402/IMG_1_3402.jpg"",""SV_PolicingMSA/CA_3402/IMG_5_3402.jpg"",""SV_PolicingMSA/CA_3402/IMG_0_3402.jpg"",""SV_PolicingMSA/CA_3402/IMG_14_3402.jpg"",""SV_PolicingMSA/CA_3402/IMG_7_3402.jpg"",""SV_PolicingMSA/CA_3402/IMG_12_3402.jpg"",""SV_PolicingMSA/CA_3402/IMG_10_3402.jpg""]","3",NA,NA,NA,NA,NA,3,NA,4,"[""./rc_img/cop_condGroup_17_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_17_SafeStreets_autoscaled.png""]",3,NA,NA,"CA_3402","CA_3402",3,2,3,0,1,2,5,"CA_3402",3,2,2,1,2,2,"CA_3402",3,1,2,2,0,2,2,"32","female","woman","","48817","I wouldn't walk alone at night anywhere because it is not safe for women (to explain why I only chose that answer for every one). I also think the police should be abolished, so I generally tried to choose the nicer looking one."
"682","/Users/arajo/Documents/01. Project/repsPoliceCICompare/data/repsPoliceCICompare_s-13_p-undefined_s-6568aa238fb544e29e95386f_SESSION_2023-11-30_10h47.58.636.csv","sliderTrial","html-slider-response",39,350283,"0.0-39.0",NA,"656776a7904ae00d6b91d1dd","6568aa238fb544e29e95386f",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3140","[""SV_PolicingMSA/CA_3402/IMG_4_3402.jpg"",""SV_PolicingMSA/CA_3402/IMG_1_3402.jpg"",""SV_PolicingMSA/CA_3402/IMG_5_3402.jpg"",""SV_PolicingMSA/CA_3402/IMG_0_3402.jpg"",""SV_PolicingMSA/CA_3402/IMG_14_3402.jpg"",""SV_PolicingMSA/CA_3402/IMG_7_3402.jpg"",""SV_PolicingMSA/CA_3402/IMG_12_3402.jpg"",""SV_PolicingMSA/CA_3402/IMG_10_3402.jpg""]","6",NA,NA,NA,NA,NA,3,NA,4,"[""./rc_img/cop_condGroup_15_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_15_CommunitySafety_autoscaled.png""]",2,NA,NA,"CA_3402","CA_3402",3,2,3,0,1,2,5,"CA_3402",3,2,2,1,2,2,"CA_3402",3,1,2,2,0,2,2,"32","female","woman","","48817","I wouldn't walk alone at night anywhere because it is not safe for women (to explain why I only chose that answer for every one). I also think the police should be abolished, so I generally tried to choose the nicer looking one."
"683","/Users/arajo/Documents/01. Project/repsPoliceCICompare/data/repsPoliceCICompare_s-13_p-undefined_s-6568aa238fb544e29e95386f_SESSION_2023-11-30_10h47.58.636.csv","sliderTrial","html-slider-response",52,450863,"0.0-52.0",NA,"656776a7904ae00d6b91d1dd","6568aa238fb544e29e95386f",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5545","[""SV_PolicingMSA/CA_5734/IMG_13_5734.jpg"",""SV_PolicingMSA/CA_5734/IMG_4_5734.jpg"",""SV_PolicingMSA/CA_5734/IMG_1_5734.jpg"",""SV_PolicingMSA/CA_5734/IMG_7_5734.jpg"",""SV_PolicingMSA/CA_5734/IMG_12_5734.jpg"",""SV_PolicingMSA/CA_5734/IMG_6_5734.jpg"",""SV_PolicingMSA/CA_5734/IMG_14_5734.jpg"",""SV_PolicingMSA/CA_5734/IMG_5_5734.jpg""]","5",NA,NA,NA,NA,NA,4,NA,4,"[""./rc_img/cop_condGroup_12_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_12_CommunitySafety_autoscaled.png""]",3,NA,NA,"CA_5734","CA_5734",4,2,3,0,2,2,7,"CA_5734",4,1,1,1,3,2,"CA_5734",4,2,2,2,0,3,3,"32","female","woman","","48817","I wouldn't walk alone at night anywhere because it is not safe for women (to explain why I only chose that answer for every one). I also think the police should be abolished, so I generally tried to choose the nicer looking one."
"684","/Users/arajo/Documents/01. Project/repsPoliceCICompare/data/repsPoliceCICompare_s-13_p-undefined_s-6568aa238fb544e29e95386f_SESSION_2023-11-30_10h47.58.636.csv","sliderTrial","html-slider-response",53,453755,"0.0-53.0",NA,"656776a7904ae00d6b91d1dd","6568aa238fb544e29e95386f",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2890","[""SV_PolicingMSA/CA_5734/IMG_13_5734.jpg"",""SV_PolicingMSA/CA_5734/IMG_4_5734.jpg"",""SV_PolicingMSA/CA_5734/IMG_1_5734.jpg"",""SV_PolicingMSA/CA_5734/IMG_7_5734.jpg"",""SV_PolicingMSA/CA_5734/IMG_12_5734.jpg"",""SV_PolicingMSA/CA_5734/IMG_6_5734.jpg"",""SV_PolicingMSA/CA_5734/IMG_14_5734.jpg"",""SV_PolicingMSA/CA_5734/IMG_5_5734.jpg""]","2",NA,NA,NA,NA,NA,4,NA,4,"[""./rc_img/cop_condGroup_20_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_20_SafeStreets_autoscaled.png""]",2,NA,NA,"CA_5734","CA_5734",4,2,3,0,2,2,7,"CA_5734",4,1,1,1,3,2,"CA_5734",4,2,2,2,0,3,3,"32","female","woman","","48817","I wouldn't walk alone at night anywhere because it is not safe for women (to explain why I only chose that answer for every one). I also think the police should be abolished, so I generally tried to choose the nicer looking one."
"685","/Users/arajo/Documents/01. Project/repsPoliceCICompare/data/repsPoliceCICompare_s-13_p-undefined_s-6568aa238fb544e29e95386f_SESSION_2023-11-30_10h47.58.636.csv","sliderTrial","html-slider-response",54,457677,"0.0-54.0",NA,"656776a7904ae00d6b91d1dd","6568aa238fb544e29e95386f",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3920","[""SV_PolicingMSA/CA_5734/IMG_13_5734.jpg"",""SV_PolicingMSA/CA_5734/IMG_4_5734.jpg"",""SV_PolicingMSA/CA_5734/IMG_1_5734.jpg"",""SV_PolicingMSA/CA_5734/IMG_7_5734.jpg"",""SV_PolicingMSA/CA_5734/IMG_12_5734.jpg"",""SV_PolicingMSA/CA_5734/IMG_6_5734.jpg"",""SV_PolicingMSA/CA_5734/IMG_14_5734.jpg"",""SV_PolicingMSA/CA_5734/IMG_5_5734.jpg""]","3",NA,NA,NA,NA,NA,4,NA,4,"[""./rc_img/cop_condGroup_14_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_14_SafeStreets_autoscaled.png""]",3,NA,NA,"CA_5734","CA_5734",4,2,3,0,2,2,7,"CA_5734",4,1,1,1,3,2,"CA_5734",4,2,2,2,0,3,3,"32","female","woman","","48817","I wouldn't walk alone at night anywhere because it is not safe for women (to explain why I only chose that answer for every one). I also think the police should be abolished, so I generally tried to choose the nicer looking one."
"686","/Users/arajo/Documents/01. Project/repsPoliceCICompare/data/repsPoliceCICompare_s-13_p-undefined_s-6568aa238fb544e29e95386f_SESSION_2023-11-30_10h47.58.636.csv","sliderTrial","html-slider-response",55,460076,"0.0-55.0",NA,"656776a7904ae00d6b91d1dd","6568aa238fb544e29e95386f",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2397","[""SV_PolicingMSA/CA_5734/IMG_13_5734.jpg"",""SV_PolicingMSA/CA_5734/IMG_4_5734.jpg"",""SV_PolicingMSA/CA_5734/IMG_1_5734.jpg"",""SV_PolicingMSA/CA_5734/IMG_7_5734.jpg"",""SV_PolicingMSA/CA_5734/IMG_12_5734.jpg"",""SV_PolicingMSA/CA_5734/IMG_6_5734.jpg"",""SV_PolicingMSA/CA_5734/IMG_14_5734.jpg"",""SV_PolicingMSA/CA_5734/IMG_5_5734.jpg""]","3",NA,NA,NA,NA,NA,4,NA,4,"[""./rc_img/cop_condGroup_5_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_5_SafeStreets_autoscaled.png""]",3,NA,NA,"CA_5734","CA_5734",4,2,3,0,2,2,7,"CA_5734",4,1,1,1,3,2,"CA_5734",4,2,2,2,0,3,3,"32","female","woman","","48817","I wouldn't walk alone at night anywhere because it is not safe for women (to explain why I only chose that answer for every one). I also think the police should be abolished, so I generally tried to choose the nicer looking one."
"687","/Users/arajo/Documents/01. Project/repsPoliceCICompare/data/repsPoliceCICompare_s-13_p-undefined_s-6568aa238fb544e29e95386f_SESSION_2023-11-30_10h47.58.636.csv","sliderTrial","html-slider-response",56,463003,"0.0-56.0",NA,"656776a7904ae00d6b91d1dd","6568aa238fb544e29e95386f",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2926","[""SV_PolicingMSA/CA_5734/IMG_13_5734.jpg"",""SV_PolicingMSA/CA_5734/IMG_4_5734.jpg"",""SV_PolicingMSA/CA_5734/IMG_1_5734.jpg"",""SV_PolicingMSA/CA_5734/IMG_7_5734.jpg"",""SV_PolicingMSA/CA_5734/IMG_12_5734.jpg"",""SV_PolicingMSA/CA_5734/IMG_6_5734.jpg"",""SV_PolicingMSA/CA_5734/IMG_14_5734.jpg"",""SV_PolicingMSA/CA_5734/IMG_5_5734.jpg""]","2",NA,NA,NA,NA,NA,4,NA,4,"[""./rc_img/cop_condGroup_10_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_10_SafeStreets_autoscaled.png""]",2,NA,NA,"CA_5734","CA_5734",4,2,3,0,2,2,7,"CA_5734",4,1,1,1,3,2,"CA_5734",4,2,2,2,0,3,3,"32","female","woman","","48817","I wouldn't walk alone at night anywhere because it is not safe for women (to explain why I only chose that answer for every one). I also think the police should be abolished, so I generally tried to choose the nicer looking one."
"688","/Users/arajo/Documents/01. Project/repsPoliceCICompare/data/repsPoliceCICompare_s-13_p-undefined_s-6568aa238fb544e29e95386f_SESSION_2023-11-30_10h47.58.636.csv","sliderTrial","html-slider-response",69,529897,"0.0-69.0",NA,"656776a7904ae00d6b91d1dd","6568aa238fb544e29e95386f",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3480","[""SV_PolicingMSA/CA_2994/IMG_7_2994.jpg"",""SV_PolicingMSA/CA_2994/IMG_10_2994.jpg"",""SV_PolicingMSA/CA_2994/IMG_1_2994.jpg"",""SV_PolicingMSA/CA_2994/IMG_11_2994.jpg"",""SV_PolicingMSA/CA_2994/IMG_0_2994.jpg"",""SV_PolicingMSA/CA_2994/IMG_12_2994.jpg"",""SV_PolicingMSA/CA_2994/IMG_9_2994.jpg"",""SV_PolicingMSA/CA_2994/IMG_14_2994.jpg""]","7",NA,NA,NA,NA,NA,1,NA,4,"[""./rc_img/cop_condGroup_19_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_19_CommunitySafety_autoscaled.png""]",1,NA,NA,"CA_2994","CA_2994",1,3,4,2,3,1,2,"CA_2994",1,0,0,0,4,4,"CA_2994",1,3,1,4,0,4,4,"32","female","woman","","48817","I wouldn't walk alone at night anywhere because it is not safe for women (to explain why I only chose that answer for every one). I also think the police should be abolished, so I generally tried to choose the nicer looking one."
"689","/Users/arajo/Documents/01. Project/repsPoliceCICompare/data/repsPoliceCICompare_s-13_p-undefined_s-6568aa238fb544e29e95386f_SESSION_2023-11-30_10h47.58.636.csv","sliderTrial","html-slider-response",70,532675,"0.0-70.0",NA,"656776a7904ae00d6b91d1dd","6568aa238fb544e29e95386f",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2776","[""SV_PolicingMSA/CA_2994/IMG_7_2994.jpg"",""SV_PolicingMSA/CA_2994/IMG_10_2994.jpg"",""SV_PolicingMSA/CA_2994/IMG_1_2994.jpg"",""SV_PolicingMSA/CA_2994/IMG_11_2994.jpg"",""SV_PolicingMSA/CA_2994/IMG_0_2994.jpg"",""SV_PolicingMSA/CA_2994/IMG_12_2994.jpg"",""SV_PolicingMSA/CA_2994/IMG_9_2994.jpg"",""SV_PolicingMSA/CA_2994/IMG_14_2994.jpg""]","1",NA,NA,NA,NA,NA,1,NA,4,"[""./rc_img/cop_condGroup_18_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_18_SafeStreets_autoscaled.png""]",1,NA,NA,"CA_2994","CA_2994",1,3,4,2,3,1,2,"CA_2994",1,0,0,0,4,4,"CA_2994",1,3,1,4,0,4,4,"32","female","woman","","48817","I wouldn't walk alone at night anywhere because it is not safe for women (to explain why I only chose that answer for every one). I also think the police should be abolished, so I generally tried to choose the nicer looking one."
"690","/Users/arajo/Documents/01. Project/repsPoliceCICompare/data/repsPoliceCICompare_s-13_p-undefined_s-6568aa238fb544e29e95386f_SESSION_2023-11-30_10h47.58.636.csv","sliderTrial","html-slider-response",71,536550,"0.0-71.0",NA,"656776a7904ae00d6b91d1dd","6568aa238fb544e29e95386f",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3874","[""SV_PolicingMSA/CA_2994/IMG_7_2994.jpg"",""SV_PolicingMSA/CA_2994/IMG_10_2994.jpg"",""SV_PolicingMSA/CA_2994/IMG_1_2994.jpg"",""SV_PolicingMSA/CA_2994/IMG_11_2994.jpg"",""SV_PolicingMSA/CA_2994/IMG_0_2994.jpg"",""SV_PolicingMSA/CA_2994/IMG_12_2994.jpg"",""SV_PolicingMSA/CA_2994/IMG_9_2994.jpg"",""SV_PolicingMSA/CA_2994/IMG_14_2994.jpg""]","1",NA,NA,NA,NA,NA,1,NA,4,"[""./rc_img/cop_condGroup_9_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_9_SafeStreets_autoscaled.png""]",1,NA,NA,"CA_2994","CA_2994",1,3,4,2,3,1,2,"CA_2994",1,0,0,0,4,4,"CA_2994",1,3,1,4,0,4,4,"32","female","woman","","48817","I wouldn't walk alone at night anywhere because it is not safe for women (to explain why I only chose that answer for every one). I also think the police should be abolished, so I generally tried to choose the nicer looking one."
"691","/Users/arajo/Documents/01. Project/repsPoliceCICompare/data/repsPoliceCICompare_s-13_p-undefined_s-6568aa238fb544e29e95386f_SESSION_2023-11-30_10h47.58.636.csv","sliderTrial","html-slider-response",72,539503,"0.0-72.0",NA,"656776a7904ae00d6b91d1dd","6568aa238fb544e29e95386f",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2951","[""SV_PolicingMSA/CA_2994/IMG_7_2994.jpg"",""SV_PolicingMSA/CA_2994/IMG_10_2994.jpg"",""SV_PolicingMSA/CA_2994/IMG_1_2994.jpg"",""SV_PolicingMSA/CA_2994/IMG_11_2994.jpg"",""SV_PolicingMSA/CA_2994/IMG_0_2994.jpg"",""SV_PolicingMSA/CA_2994/IMG_12_2994.jpg"",""SV_PolicingMSA/CA_2994/IMG_9_2994.jpg"",""SV_PolicingMSA/CA_2994/IMG_14_2994.jpg""]","1",NA,NA,NA,NA,NA,1,NA,4,"[""./rc_img/cop_condGroup_17_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_17_SafeStreets_autoscaled.png""]",1,NA,NA,"CA_2994","CA_2994",1,3,4,2,3,1,2,"CA_2994",1,0,0,0,4,4,"CA_2994",1,3,1,4,0,4,4,"32","female","woman","","48817","I wouldn't walk alone at night anywhere because it is not safe for women (to explain why I only chose that answer for every one). I also think the police should be abolished, so I generally tried to choose the nicer looking one."
"692","/Users/arajo/Documents/01. Project/repsPoliceCICompare/data/repsPoliceCICompare_s-13_p-undefined_s-6568aa238fb544e29e95386f_SESSION_2023-11-30_10h47.58.636.csv","sliderTrial_attention","html-slider-response",73,549506,"0.0-73.0",NA,"656776a7904ae00d6b91d1dd","6568aa238fb544e29e95386f",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"null","[""SV_PolicingMSA/CA_2994/IMG_7_2994.jpg"",""SV_PolicingMSA/CA_2994/IMG_10_2994.jpg"",""SV_PolicingMSA/CA_2994/IMG_1_2994.jpg"",""SV_PolicingMSA/CA_2994/IMG_11_2994.jpg"",""SV_PolicingMSA/CA_2994/IMG_0_2994.jpg"",""SV_PolicingMSA/CA_2994/IMG_12_2994.jpg"",""SV_PolicingMSA/CA_2994/IMG_9_2994.jpg"",""SV_PolicingMSA/CA_2994/IMG_14_2994.jpg""]","null",NA,NA,NA,NA,NA,1,NA,4,"[""./assets/img/attnchk.png"",""./assets/img/attnchk.png""]",NA,TRUE,NA,"CA_2994","CA_2994",1,3,4,2,3,1,2,"CA_2994",1,0,0,0,4,4,"CA_2994",1,3,1,4,0,4,4,"32","female","woman","","48817","I wouldn't walk alone at night anywhere because it is not safe for women (to explain why I only chose that answer for every one). I also think the police should be abolished, so I generally tried to choose the nicer looking one."
"693","/Users/arajo/Documents/01. Project/repsPoliceCICompare/data/repsPoliceCICompare_s-13_p-undefined_s-6568aa238fb544e29e95386f_SESSION_2023-11-30_10h47.58.636.csv","sliderTrial","html-slider-response",74,554872,"0.0-74.0",NA,"656776a7904ae00d6b91d1dd","6568aa238fb544e29e95386f",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5364","[""SV_PolicingMSA/CA_2994/IMG_7_2994.jpg"",""SV_PolicingMSA/CA_2994/IMG_10_2994.jpg"",""SV_PolicingMSA/CA_2994/IMG_1_2994.jpg"",""SV_PolicingMSA/CA_2994/IMG_11_2994.jpg"",""SV_PolicingMSA/CA_2994/IMG_0_2994.jpg"",""SV_PolicingMSA/CA_2994/IMG_12_2994.jpg"",""SV_PolicingMSA/CA_2994/IMG_9_2994.jpg"",""SV_PolicingMSA/CA_2994/IMG_14_2994.jpg""]","7",NA,NA,NA,NA,NA,1,NA,4,"[""./rc_img/cop_condGroup_15_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_15_CommunitySafety_autoscaled.png""]",1,NA,NA,"CA_2994","CA_2994",1,3,4,2,3,1,2,"CA_2994",1,0,0,0,4,4,"CA_2994",1,3,1,4,0,4,4,"32","female","woman","","48817","I wouldn't walk alone at night anywhere because it is not safe for women (to explain why I only chose that answer for every one). I also think the police should be abolished, so I generally tried to choose the nicer looking one."
"694","/Users/arajo/Documents/01. Project/repsPoliceCICompare/data/repsPoliceCICompare_s-13_p-undefined_s-6568aa238fb544e29e95386f_SESSION_2023-11-30_10h47.58.636.csv","sliderTrial","html-slider-response",88,635691,"0.0-88.0",NA,"656776a7904ae00d6b91d1dd","6568aa238fb544e29e95386f",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4832","[""SV_PolicingMSA/CA_3476/IMG_12_3476.jpg"",""SV_PolicingMSA/CA_3476/IMG_2_3476.jpg"",""SV_PolicingMSA/CA_3476/IMG_7_3476.jpg"",""SV_PolicingMSA/CA_3476/IMG_14_3476.jpg"",""SV_PolicingMSA/CA_3476/IMG_1_3476.jpg"",""SV_PolicingMSA/CA_3476/IMG_8_3476.jpg"",""SV_PolicingMSA/CA_3476/IMG_10_3476.jpg"",""SV_PolicingMSA/CA_3476/IMG_3_3476.jpg""]","7",NA,NA,NA,NA,NA,2,NA,4,"[""./rc_img/cop_condGroup_16_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_16_CommunitySafety_autoscaled.png""]",1,NA,NA,"CA_3476","CA_3476",2,4,4,3,3,1,4,"CA_3476",2,0,0,0,4,4,"CA_3476",2,3,1,4,0,4,4,"32","female","woman","","48817","I wouldn't walk alone at night anywhere because it is not safe for women (to explain why I only chose that answer for every one). I also think the police should be abolished, so I generally tried to choose the nicer looking one."
