"task","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","section","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","rt","stimulus","response","success","timeout","failed_images","failed_audio","failed_video","block","accuracy","slider_start","choices","standardized_response","num_attention_checks_correct"
"dot matrix survey3","survey","68","222238","0.0-68.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","715","","{""P0_Q0"":null,""P0_Q1"":null}","","","","","","0","[]","","","",""
"sliderTrial","html-slider-response","69","223479","0.0-69.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","1240","[""SV_PolicingMSA/FL_4515/IMG_8_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_10_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_4_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_13_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_0_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_6_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_1_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_12_4515.jpg""]","4","","","","","","0","","4","[""./rc_img/cop_condGroup_10_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_10_SafeStreets_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","70","223945","0.0-70.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","463","[""SV_PolicingMSA/FL_4515/IMG_8_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_10_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_4_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_13_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_0_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_6_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_1_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_12_4515.jpg""]","4","","","","","","0","","4","[""./rc_img/cop_condGroup_16_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_16_SafeStreets_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","71","224114","0.0-71.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","165","[""SV_PolicingMSA/FL_4515/IMG_8_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_10_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_4_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_13_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_0_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_6_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_1_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_12_4515.jpg""]","4","","","","","","0","","4","[""./rc_img/cop_condGroup_19_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_19_CommunitySafety_autoscaled.png""]","4",""
"sliderTrial_attention","html-slider-response","72","224278","0.0-72.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","162","[""SV_PolicingMSA/FL_4515/IMG_8_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_10_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_4_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_13_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_0_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_6_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_1_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_12_4515.jpg""]","4","","","","","","0","","4","[""./assets/img/attnchk.png"",""./assets/img/attnchk.png""]","",""
"sliderTrial","html-slider-response","73","224429","0.0-73.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","148","[""SV_PolicingMSA/FL_4515/IMG_8_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_10_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_4_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_13_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_0_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_6_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_1_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_12_4515.jpg""]","4","","","","","","0","","4","[""./rc_img/cop_condGroup_20_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_20_CommunitySafety_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","74","224713","0.0-74.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","281","[""SV_PolicingMSA/FL_4515/IMG_8_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_10_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_4_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_13_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_0_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_6_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_1_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_12_4515.jpg""]","4","","","","","","0","","4","[""./rc_img/cop_condGroup_12_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_12_SafeStreets_autoscaled.png""]","4",""
"half-way","html-button-response","75","226064","0.0-75.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","1349","
    <h3>You are now half way through the study.</h3>
    <p>Please take a quick, 15-second break before you continue.</p>
    <img src='assets/img/countdown-15.gif'>
    <p>The study will automatically advance forward after the countdown is complete. <br> However, you may click ""Next"" to advance forward now if you wish.</p>
    ","0","","","","","","","","","","",""
"before_SVSlide_prompt","html-button-response","76","227045","0.0-76.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","981","Click [Next] to see the next neighborhood!","0","","","","","","","","","","",""
"street view slide show","image-button-response","77","228051","0.0-77.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4887/IMG_11_4887.jpg","null","","","","","","5","","","","",""
"street view slide show","image-button-response","78","229059","0.0-78.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4887/IMG_7_4887.jpg","null","","","","","","5","","","","",""
"street view slide show","image-button-response","79","230069","0.0-79.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4887/IMG_9_4887.jpg","null","","","","","","5","","","","",""
"street view slide show","image-button-response","80","231077","0.0-80.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4887/IMG_6_4887.jpg","null","","","","","","5","","","","",""
"street view slide show","image-button-response","81","232085","0.0-81.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4887/IMG_10_4887.jpg","null","","","","","","5","","","","",""
"street view slide show","image-button-response","82","233093","0.0-82.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4887/IMG_2_4887.jpg","null","","","","","","5","","","","",""
"street view slide show","image-button-response","83","234102","0.0-83.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4887/IMG_0_4887.jpg","null","","","","","","5","","","","",""
"street view slide show","image-button-response","84","235111","0.0-84.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4887/IMG_8_4887.jpg","null","","","","","","5","","","","",""
"dot matrix survey1","survey","85","236495","0.0-85.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","1368","","{""P0_Q0"":null,""P0_Q1"":null}","","","","","","5","[]","","","",""
"dot matrix survey2","survey","86","237030","0.0-86.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","521","","{""P0_Q0"":null,""P0_Q1"":null}","","","","","","5","[]","","","",""
"dot matrix survey3","survey","87","237806","0.0-87.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","767","","{""P0_Q0"":null,""P0_Q1"":null}","","","","","","5","[]","","","",""
"sliderTrial","html-slider-response","88","238794","0.0-88.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","986","[""SV_PolicingMSA/FL_4887/IMG_11_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_7_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_9_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_6_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_10_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_2_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_0_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_8_4887.jpg""]","4","","","","","","5","","4","[""./rc_img/cop_condGroup_1_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_1_SafeStreets_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","89","238947","0.0-89.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","150","[""SV_PolicingMSA/FL_4887/IMG_11_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_7_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_9_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_6_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_10_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_2_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_0_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_8_4887.jpg""]","4","","","","","","5","","4","[""./rc_img/cop_condGroup_7_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_7_SafeStreets_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","90","239096","0.0-90.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","147","[""SV_PolicingMSA/FL_4887/IMG_11_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_7_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_9_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_6_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_10_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_2_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_0_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_8_4887.jpg""]","4","","","","","","5","","4","[""./rc_img/cop_condGroup_6_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_6_CommunitySafety_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","91","239178","0.0-91.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","80","[""SV_PolicingMSA/FL_4887/IMG_11_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_7_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_9_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_6_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_10_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_2_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_0_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_8_4887.jpg""]","4","","","","","","5","","4","[""./rc_img/cop_condGroup_8_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_8_CommunitySafety_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","92","239278","0.0-92.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","98","[""SV_PolicingMSA/FL_4887/IMG_11_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_7_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_9_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_6_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_10_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_2_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_0_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_8_4887.jpg""]","4","","","","","","5","","4","[""./rc_img/cop_condGroup_4_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_4_CommunitySafety_autoscaled.png""]","4",""
"before_SVSlide_prompt","html-button-response","93","240346","0.0-93.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","1067","Click [Next] to see the next neighborhood!","0","","","","","","","","","","",""
"street view slide show","image-button-response","94","241352","0.0-94.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4528/IMG_7_4528.jpg","null","","","","","","1","","","","",""
"street view slide show","image-button-response","95","242358","0.0-95.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4528/IMG_6_4528.jpg","null","","","","","","1","","","","",""
"street view slide show","image-button-response","96","243366","0.0-96.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4528/IMG_10_4528.jpg","null","","","","","","1","","","","",""
"street view slide show","image-button-response","97","244374","0.0-97.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4528/IMG_9_4528.jpg","null","","","","","","1","","","","",""
"street view slide show","image-button-response","98","245383","0.0-98.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4528/IMG_8_4528.jpg","null","","","","","","1","","","","",""
"street view slide show","image-button-response","99","246391","0.0-99.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4528/IMG_1_4528.jpg","null","","","","","","1","","","","",""
"street view slide show","image-button-response","100","247399","0.0-100.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4528/IMG_14_4528.jpg","null","","","","","","1","","","","",""
"street view slide show","image-button-response","101","248408","0.0-101.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4528/IMG_3_4528.jpg","null","","","","","","1","","","","",""
"dot matrix survey1","survey","102","249690","0.0-102.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","1267","","{""P0_Q0"":null,""P0_Q1"":null}","","","","","","1","[]","","","",""
"dot matrix survey2","survey","103","249833","0.0-103.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","135","","{""P0_Q0"":null,""P0_Q1"":null}","","","","","","1","[]","","","",""
"dot matrix survey3","survey","104","250626","0.0-104.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","790","","{""P0_Q0"":null,""P0_Q1"":null}","","","","","","1","[]","","","",""
"sliderTrial","html-slider-response","105","251649","0.0-105.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","1022","[""SV_PolicingMSA/FL_4528/IMG_7_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_6_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_10_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_9_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_8_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_1_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_14_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_3_4528.jpg""]","4","","","","","","1","","4","[""./rc_img/cop_condGroup_15_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_15_SafeStreets_autoscaled.png""]","4",""
"sliderTrial_attention","html-slider-response","106","251796","0.0-106.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","143","[""SV_PolicingMSA/FL_4528/IMG_7_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_6_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_10_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_9_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_8_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_1_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_14_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_3_4528.jpg""]","4","","","","","","1","","4","[""./assets/img/attnchk.png"",""./assets/img/attnchk.png""]","",""
"sliderTrial","html-slider-response","107","251928","0.0-107.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","129","[""SV_PolicingMSA/FL_4528/IMG_7_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_6_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_10_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_9_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_8_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_1_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_14_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_3_4528.jpg""]","4","","","","","","1","","4","[""./rc_img/cop_condGroup_9_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_9_CommunitySafety_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","108","252045","0.0-108.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","114","[""SV_PolicingMSA/FL_4528/IMG_7_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_6_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_10_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_9_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_8_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_1_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_14_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_3_4528.jpg""]","4","","","","","","1","","4","[""./rc_img/cop_condGroup_18_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_18_SafeStreets_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","109","252514","0.0-109.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","466","[""SV_PolicingMSA/FL_4528/IMG_7_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_6_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_10_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_9_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_8_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_1_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_14_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_3_4528.jpg""]","4","","","","","","1","","4","[""./rc_img/cop_condGroup_11_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_11_CommunitySafety_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","110","252944","0.0-110.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","428","[""SV_PolicingMSA/FL_4528/IMG_7_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_6_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_10_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_9_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_8_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_1_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_14_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_3_4528.jpg""]","4","","","","","","1","","4","[""./rc_img/cop_condGroup_5_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_5_CommunitySafety_autoscaled.png""]","4",""
"before_SVSlide_prompt","html-button-response","111","253663","0.0-111.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","717","Click [Next] to see the next neighborhood!","0","","","","","","","","","","",""
"street view slide show","image-button-response","112","254672","0.0-112.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4023/IMG_4_4023.jpg","null","","","","","","4","","","","",""
"street view slide show","image-button-response","113","255680","0.0-113.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4023/IMG_10_4023.jpg","null","","","","","","4","","","","",""
"street view slide show","image-button-response","114","256689","0.0-114.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4023/IMG_1_4023.jpg","null","","","","","","4","","","","",""
"street view slide show","image-button-response","115","257697","0.0-115.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4023/IMG_2_4023.jpg","null","","","","","","4","","","","",""
"street view slide show","image-button-response","116","258704","0.0-116.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4023/IMG_5_4023.jpg","null","","","","","","4","","","","",""
"street view slide show","image-button-response","117","259716","0.0-117.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4023/IMG_12_4023.jpg","null","","","","","","4","","","","",""
"street view slide show","image-button-response","118","260723","0.0-118.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4023/IMG_6_4023.jpg","null","","","","","","4","","","","",""
"street view slide show","image-button-response","119","261732","0.0-119.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4023/IMG_9_4023.jpg","null","","","","","","4","","","","",""
"dot matrix survey1","survey","120","264646","0.0-120.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","2891","","{""P0_Q0"":null,""P0_Q1"":null}","","","","","","4","[]","","","",""
"dot matrix survey2","survey","121","265595","0.0-121.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","939","","{""P0_Q0"":null,""P0_Q1"":null}","","","","","","4","[]","","","",""
"dot matrix survey3","survey","122","266259","0.0-122.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","651","","{""P0_Q0"":null,""P0_Q1"":null}","","","","","","4","[]","","","",""
"sliderTrial","html-slider-response","123","267412","0.0-123.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","1151","[""SV_PolicingMSA/FL_4023/IMG_4_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_10_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_1_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_2_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_5_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_12_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_6_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_9_4023.jpg""]","4","","","","","","4","","4","[""./rc_img/cop_condGroup_3_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_3_SafeStreets_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","124","267561","0.0-124.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","146","[""SV_PolicingMSA/FL_4023/IMG_4_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_10_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_1_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_2_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_5_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_12_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_6_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_9_4023.jpg""]","4","","","","","","4","","4","[""./rc_img/cop_condGroup_13_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_13_CommunitySafety_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","125","267700","0.0-125.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","134","[""SV_PolicingMSA/FL_4023/IMG_4_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_10_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_1_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_2_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_5_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_12_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_6_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_9_4023.jpg""]","4","","","","","","4","","4","[""./rc_img/cop_condGroup_14_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_14_SafeStreets_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","126","267798","0.0-126.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","96","[""SV_PolicingMSA/FL_4023/IMG_4_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_10_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_1_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_2_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_5_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_12_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_6_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_9_4023.jpg""]","4","","","","","","4","","4","[""./rc_img/cop_condGroup_2_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_2_CommunitySafety_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","127","267928","0.0-127.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","126","[""SV_PolicingMSA/FL_4023/IMG_4_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_10_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_1_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_2_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_5_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_12_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_6_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_9_4023.jpg""]","4","","","","","","4","","4","[""./rc_img/cop_condGroup_17_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_17_CommunitySafety_autoscaled.png""]","4",""
"before_SVSlide_prompt","html-button-response","128","269113","0.0-128.0","","656776a7904ae00d6b91d1dd","0fbm7ypyh8va","10","","","","","","","","","","","","1183","Click [Next] to see the next neighborhood!","0","","","","","","","","","","",""
