"task","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","section","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","rt","stimulus","response","success","timeout","failed_images","failed_audio","failed_video","block","accuracy","slider_start","choices","standardized_response","num_attention_checks_correct"
"sliderTrial","html-slider-response","73","157418","0.0-73.0","","","","10","","","","","","","","","","","","543","[""SV_PolicingMSA/FL_4528/IMG_7_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_6_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_10_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_9_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_8_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_1_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_14_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_3_4528.jpg""]","4","","","","","","1","","4","[""./rc_img/cop_condGroup_4_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_4_CommunitySafety_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","74","157722","0.0-74.0","","","","10","","","","","","","","","","","","302","[""SV_PolicingMSA/FL_4528/IMG_7_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_6_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_10_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_9_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_8_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_1_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_14_4528.jpg"",""SV_PolicingMSA/FL_4528/IMG_3_4528.jpg""]","4","","","","","","1","","4","[""./rc_img/cop_condGroup_11_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_11_CommunitySafety_autoscaled.png""]","4",""
"half-way","html-button-response","75","159266","0.0-75.0","","","","10","","","","","","","","","","","","1544","
    <h3>You are now half way through the study.</h3>
    <p>Please take a quick, 15-second break before you continue.</p>
    <img src='assets/img/countdown-15.gif'>
    <p>The study will automatically advance forward after the countdown is complete. <br> However, you may click ""Next"" to advance forward now if you wish.</p>
    ","0","","","","","","","","","","",""
"before_SVSlide_prompt","html-button-response","76","161370","0.0-76.0","","","","10","","","","","","","","","","","","2103","Click [Next] to see the next neighborhood!","0","","","","","","","","","","",""
"street view slide show","image-button-response","77","162373","0.0-77.0","","","","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4515/IMG_8_4515.jpg","null","","","","","","0","","","","",""
"street view slide show","image-button-response","78","163374","0.0-78.0","","","","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4515/IMG_10_4515.jpg","null","","","","","","0","","","","",""
"street view slide show","image-button-response","79","164376","0.0-79.0","","","","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4515/IMG_4_4515.jpg","null","","","","","","0","","","","",""
"street view slide show","image-button-response","80","165376","0.0-80.0","","","","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4515/IMG_13_4515.jpg","null","","","","","","0","","","","",""
"street view slide show","image-button-response","81","166378","0.0-81.0","","","","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4515/IMG_0_4515.jpg","null","","","","","","0","","","","",""
"street view slide show","image-button-response","82","167380","0.0-82.0","","","","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4515/IMG_6_4515.jpg","null","","","","","","0","","","","",""
"street view slide show","image-button-response","83","168381","0.0-83.0","","","","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4515/IMG_1_4515.jpg","null","","","","","","0","","","","",""
"street view slide show","image-button-response","84","169383","0.0-84.0","","","","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4515/IMG_12_4515.jpg","null","","","","","","0","","","","",""
"dot matrix survey1","survey","85","170821","0.0-85.0","","","","10","","","","","","","","","","","","1432","","{""P0_Q0"":null,""P0_Q1"":null}","","","","","","0","[]","","","",""
"dot matrix survey2","survey","86","171373","0.0-86.0","","","","10","","","","","","","","","","","","546","","{""P0_Q0"":null,""P0_Q1"":null}","","","","","","0","[]","","","",""
"dot matrix survey3","survey","87","173020","0.0-87.0","","","","10","","","","","","","","","","","","1642","","{""P0_Q0"":null,""P0_Q1"":null}","","","","","","0","[]","","","",""
"sliderTrial","html-slider-response","88","174474","0.0-88.0","","","","10","","","","","","","","","","","","1453","[""SV_PolicingMSA/FL_4515/IMG_8_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_10_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_4_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_13_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_0_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_6_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_1_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_12_4515.jpg""]","4","","","","","","0","","4","[""./rc_img/cop_condGroup_14_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_14_CommunitySafety_autoscaled.png""]","4",""
"sliderTrial_attention","html-slider-response","89","174803","0.0-89.0","","","","10","","","","","","","","","","","","327","[""SV_PolicingMSA/FL_4515/IMG_8_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_10_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_4_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_13_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_0_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_6_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_1_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_12_4515.jpg""]","4","","","","","","0","","4","[""./assets/img/attnchk.png"",""./assets/img/attnchk.png""]","",""
"sliderTrial","html-slider-response","90","175010","0.0-90.0","","","","10","","","","","","","","","","","","206","[""SV_PolicingMSA/FL_4515/IMG_8_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_10_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_4_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_13_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_0_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_6_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_1_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_12_4515.jpg""]","4","","","","","","0","","4","[""./rc_img/cop_condGroup_19_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_19_SafeStreets_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","91","175242","0.0-91.0","","","","10","","","","","","","","","","","","231","[""SV_PolicingMSA/FL_4515/IMG_8_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_10_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_4_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_13_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_0_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_6_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_1_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_12_4515.jpg""]","4","","","","","","0","","4","[""./rc_img/cop_condGroup_20_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_20_CommunitySafety_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","92","175442","0.0-92.0","","","","10","","","","","","","","","","","","199","[""SV_PolicingMSA/FL_4515/IMG_8_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_10_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_4_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_13_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_0_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_6_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_1_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_12_4515.jpg""]","4","","","","","","0","","4","[""./rc_img/cop_condGroup_1_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_1_SafeStreets_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","93","175650","0.0-93.0","","","","10","","","","","","","","","","","","206","[""SV_PolicingMSA/FL_4515/IMG_8_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_10_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_4_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_13_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_0_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_6_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_1_4515.jpg"",""SV_PolicingMSA/FL_4515/IMG_12_4515.jpg""]","4","","","","","","0","","4","[""./rc_img/cop_condGroup_12_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_12_SafeStreets_autoscaled.png""]","4",""
"before_SVSlide_prompt","html-button-response","94","177026","0.0-94.0","","","","10","","","","","","","","","","","","1376","Click [Next] to see the next neighborhood!","0","","","","","","","","","","",""
"street view slide show","image-button-response","95","178028","0.0-95.0","","","","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_1410/IMG_8_1410.jpg","null","","","","","","2","","","","",""
"street view slide show","image-button-response","96","179031","0.0-96.0","","","","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_1410/IMG_9_1410.jpg","null","","","","","","2","","","","",""
"street view slide show","image-button-response","97","180033","0.0-97.0","","","","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_1410/IMG_1_1410.jpg","null","","","","","","2","","","","",""
"street view slide show","image-button-response","98","181035","0.0-98.0","","","","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_1410/IMG_5_1410.jpg","null","","","","","","2","","","","",""
"street view slide show","image-button-response","99","182036","0.0-99.0","","","","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_1410/IMG_10_1410.jpg","null","","","","","","2","","","","",""
"street view slide show","image-button-response","100","183038","0.0-100.0","","","","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_1410/IMG_11_1410.jpg","null","","","","","","2","","","","",""
"street view slide show","image-button-response","101","184040","0.0-101.0","","","","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_1410/IMG_4_1410.jpg","null","","","","","","2","","","","",""
"street view slide show","image-button-response","102","185042","0.0-102.0","","","","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_1410/IMG_6_1410.jpg","null","","","","","","2","","","","",""
"dot matrix survey1","survey","103","186617","0.0-103.0","","","","10","","","","","","","","","","","","1569","","{""P0_Q0"":null,""P0_Q1"":null}","","","","","","2","[]","","","",""
"dot matrix survey2","survey","104","187105","0.0-104.0","","","","10","","","","","","","","","","","","484","","{""P0_Q0"":null,""P0_Q1"":null}","","","","","","2","[]","","","",""
"dot matrix survey3","survey","105","187929","0.0-105.0","","","","10","","","","","","","","","","","","819","","{""P0_Q0"":null,""P0_Q1"":null}","","","","","","2","[]","","","",""
"sliderTrial","html-slider-response","106","189226","0.0-106.0","","","","10","","","","","","","","","","","","1295","[""SV_PolicingMSA/FL_1410/IMG_8_1410.jpg"",""SV_PolicingMSA/FL_1410/IMG_9_1410.jpg"",""SV_PolicingMSA/FL_1410/IMG_1_1410.jpg"",""SV_PolicingMSA/FL_1410/IMG_5_1410.jpg"",""SV_PolicingMSA/FL_1410/IMG_10_1410.jpg"",""SV_PolicingMSA/FL_1410/IMG_11_1410.jpg"",""SV_PolicingMSA/FL_1410/IMG_4_1410.jpg"",""SV_PolicingMSA/FL_1410/IMG_6_1410.jpg""]","4","","","","","","2","","4","[""./rc_img/cop_condGroup_14_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_14_CommunitySafety_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","107","189658","0.0-107.0","","","","10","","","","","","","","","","","","431","[""SV_PolicingMSA/FL_1410/IMG_8_1410.jpg"",""SV_PolicingMSA/FL_1410/IMG_9_1410.jpg"",""SV_PolicingMSA/FL_1410/IMG_1_1410.jpg"",""SV_PolicingMSA/FL_1410/IMG_5_1410.jpg"",""SV_PolicingMSA/FL_1410/IMG_10_1410.jpg"",""SV_PolicingMSA/FL_1410/IMG_11_1410.jpg"",""SV_PolicingMSA/FL_1410/IMG_4_1410.jpg"",""SV_PolicingMSA/FL_1410/IMG_6_1410.jpg""]","4","","","","","","2","","4","[""./rc_img/cop_condGroup_19_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_19_SafeStreets_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","108","189842","0.0-108.0","","","","10","","","","","","","","","","","","183","[""SV_PolicingMSA/FL_1410/IMG_8_1410.jpg"",""SV_PolicingMSA/FL_1410/IMG_9_1410.jpg"",""SV_PolicingMSA/FL_1410/IMG_1_1410.jpg"",""SV_PolicingMSA/FL_1410/IMG_5_1410.jpg"",""SV_PolicingMSA/FL_1410/IMG_10_1410.jpg"",""SV_PolicingMSA/FL_1410/IMG_11_1410.jpg"",""SV_PolicingMSA/FL_1410/IMG_4_1410.jpg"",""SV_PolicingMSA/FL_1410/IMG_6_1410.jpg""]","4","","","","","","2","","4","[""./rc_img/cop_condGroup_20_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_20_CommunitySafety_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","109","190058","0.0-109.0","","","","10","","","","","","","","","","","","215","[""SV_PolicingMSA/FL_1410/IMG_8_1410.jpg"",""SV_PolicingMSA/FL_1410/IMG_9_1410.jpg"",""SV_PolicingMSA/FL_1410/IMG_1_1410.jpg"",""SV_PolicingMSA/FL_1410/IMG_5_1410.jpg"",""SV_PolicingMSA/FL_1410/IMG_10_1410.jpg"",""SV_PolicingMSA/FL_1410/IMG_11_1410.jpg"",""SV_PolicingMSA/FL_1410/IMG_4_1410.jpg"",""SV_PolicingMSA/FL_1410/IMG_6_1410.jpg""]","4","","","","","","2","","4","[""./rc_img/cop_condGroup_1_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_1_SafeStreets_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","110","190306","0.0-110.0","","","","10","","","","","","","","","","","","247","[""SV_PolicingMSA/FL_1410/IMG_8_1410.jpg"",""SV_PolicingMSA/FL_1410/IMG_9_1410.jpg"",""SV_PolicingMSA/FL_1410/IMG_1_1410.jpg"",""SV_PolicingMSA/FL_1410/IMG_5_1410.jpg"",""SV_PolicingMSA/FL_1410/IMG_10_1410.jpg"",""SV_PolicingMSA/FL_1410/IMG_11_1410.jpg"",""SV_PolicingMSA/FL_1410/IMG_4_1410.jpg"",""SV_PolicingMSA/FL_1410/IMG_6_1410.jpg""]","4","","","","","","2","","4","[""./rc_img/cop_condGroup_12_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_12_SafeStreets_autoscaled.png""]","4",""
"before_SVSlide_prompt","html-button-response","111","191394","0.0-111.0","","","","10","","","","","","","","","","","","1088","Click [Next] to see the next neighborhood!","0","","","","","","","","","","",""
"street view slide show","image-button-response","112","192396","0.0-112.0","","","","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4023/IMG_4_4023.jpg","null","","","","","","4","","","","",""
"street view slide show","image-button-response","113","193397","0.0-113.0","","","","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4023/IMG_10_4023.jpg","null","","","","","","4","","","","",""
"street view slide show","image-button-response","114","194399","0.0-114.0","","","","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4023/IMG_1_4023.jpg","null","","","","","","4","","","","",""
"street view slide show","image-button-response","115","195400","0.0-115.0","","","","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4023/IMG_2_4023.jpg","null","","","","","","4","","","","",""
"street view slide show","image-button-response","116","196402","0.0-116.0","","","","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4023/IMG_5_4023.jpg","null","","","","","","4","","","","",""
"street view slide show","image-button-response","117","197404","0.0-117.0","","","","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4023/IMG_12_4023.jpg","null","","","","","","4","","","","",""
"street view slide show","image-button-response","118","198406","0.0-118.0","","","","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4023/IMG_6_4023.jpg","null","","","","","","4","","","","",""
"street view slide show","image-button-response","119","199408","0.0-119.0","","","","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4023/IMG_9_4023.jpg","null","","","","","","4","","","","",""
"dot matrix survey1","survey","120","201435","0.0-120.0","","","","10","","","","","","","","","","","","2021","","{""P0_Q0"":null,""P0_Q1"":null}","","","","","","4","[]","","","",""
"dot matrix survey2","survey","121","201953","0.0-121.0","","","","10","","","","","","","","","","","","514","","{""P0_Q0"":null,""P0_Q1"":null}","","","","","","4","[]","","","",""
"dot matrix survey3","survey","122","202738","0.0-122.0","","","","10","","","","","","","","","","","","780","","{""P0_Q0"":null,""P0_Q1"":null}","","","","","","4","[]","","","",""
"sliderTrial","html-slider-response","123","203946","0.0-123.0","","","","10","","","","","","","","","","","","1207","[""SV_PolicingMSA/FL_4023/IMG_4_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_10_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_1_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_2_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_5_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_12_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_6_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_9_4023.jpg""]","4","","","","","","4","","4","[""./rc_img/cop_condGroup_15_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_15_CommunitySafety_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","124","204426","0.0-124.0","","","","10","","","","","","","","","","","","479","[""SV_PolicingMSA/FL_4023/IMG_4_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_10_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_1_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_2_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_5_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_12_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_6_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_9_4023.jpg""]","4","","","","","","4","","4","[""./rc_img/cop_condGroup_18_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_18_SafeStreets_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","125","204618","0.0-125.0","","","","10","","","","","","","","","","","","191","[""SV_PolicingMSA/FL_4023/IMG_4_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_10_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_1_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_2_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_5_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_12_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_6_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_9_4023.jpg""]","4","","","","","","4","","4","[""./rc_img/cop_condGroup_6_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_6_SafeStreets_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","126","204874","0.0-126.0","","","","10","","","","","","","","","","","","255","[""SV_PolicingMSA/FL_4023/IMG_4_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_10_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_1_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_2_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_5_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_12_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_6_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_9_4023.jpg""]","4","","","","","","4","","4","[""./rc_img/cop_condGroup_5_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_5_SafeStreets_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","127","205116","0.0-127.0","","","","10","","","","","","","","","","","","241","[""SV_PolicingMSA/FL_4023/IMG_4_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_10_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_1_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_2_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_5_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_12_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_6_4023.jpg"",""SV_PolicingMSA/FL_4023/IMG_9_4023.jpg""]","4","","","","","","4","","4","[""./rc_img/cop_condGroup_16_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_16_SafeStreets_autoscaled.png""]","4",""
"before_SVSlide_prompt","html-button-response","128","206418","0.0-128.0","","","","10","","","","","","","","","","","","1302","Click [Next] to see the next neighborhood!","0","","","","","","","","","","",""
"street view slide show","image-button-response","129","207420","0.0-129.0","","","","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4887/IMG_11_4887.jpg","null","","","","","","5","","","","",""
"street view slide show","image-button-response","130","208421","0.0-130.0","","","","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4887/IMG_7_4887.jpg","null","","","","","","5","","","","",""
"street view slide show","image-button-response","131","209424","0.0-131.0","","","","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4887/IMG_9_4887.jpg","null","","","","","","5","","","","",""
"street view slide show","image-button-response","132","210426","0.0-132.0","","","","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4887/IMG_6_4887.jpg","null","","","","","","5","","","","",""
"street view slide show","image-button-response","133","211427","0.0-133.0","","","","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4887/IMG_10_4887.jpg","null","","","","","","5","","","","",""
"street view slide show","image-button-response","134","212428","0.0-134.0","","","","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4887/IMG_2_4887.jpg","null","","","","","","5","","","","",""
"street view slide show","image-button-response","135","213429","0.0-135.0","","","","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4887/IMG_0_4887.jpg","null","","","","","","5","","","","",""
"street view slide show","image-button-response","136","214432","0.0-136.0","","","","10","","","","","","","","","","","","null","stimulus/SV_PolicingMSA/FL_4887/IMG_8_4887.jpg","null","","","","","","5","","","","",""
"dot matrix survey1","survey","137","216362","0.0-137.0","","","","10","","","","","","","","","","","","1923","","{""P0_Q0"":null,""P0_Q1"":null}","","","","","","5","[]","","","",""
"dot matrix survey2","survey","138","216888","0.0-138.0","","","","10","","","","","","","","","","","","522","","{""P0_Q0"":null,""P0_Q1"":null}","","","","","","5","[]","","","",""
"dot matrix survey3","survey","139","217716","0.0-139.0","","","","10","","","","","","","","","","","","823","","{""P0_Q0"":null,""P0_Q1"":null}","","","","","","5","[]","","","",""
"sliderTrial","html-slider-response","140","218890","0.0-140.0","","","","10","","","","","","","","","","","","1173","[""SV_PolicingMSA/FL_4887/IMG_11_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_7_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_9_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_6_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_10_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_2_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_0_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_8_4887.jpg""]","4","","","","","","5","","4","[""./rc_img/cop_condGroup_13_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_13_SafeStreets_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","141","219459","0.0-141.0","","","","10","","","","","","","","","","","","567","[""SV_PolicingMSA/FL_4887/IMG_11_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_7_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_9_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_6_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_10_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_2_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_0_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_8_4887.jpg""]","4","","","","","","5","","4","[""./rc_img/cop_condGroup_7_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_7_SafeStreets_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","142","219658","0.0-142.0","","","","10","","","","","","","","","","","","198","[""SV_PolicingMSA/FL_4887/IMG_11_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_7_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_9_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_6_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_10_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_2_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_0_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_8_4887.jpg""]","4","","","","","","5","","4","[""./rc_img/cop_condGroup_9_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_9_CommunitySafety_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","143","219898","0.0-143.0","","","","10","","","","","","","","","","","","239","[""SV_PolicingMSA/FL_4887/IMG_11_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_7_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_9_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_6_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_10_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_2_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_0_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_8_4887.jpg""]","4","","","","","","5","","4","[""./rc_img/cop_condGroup_17_SafeStreets_autoscaled.png"",""./rc_img/cop_condGroup_17_CommunitySafety_autoscaled.png""]","4",""
"sliderTrial","html-slider-response","144","220306","0.0-144.0","","","","10","","","","","","","","","","","","407","[""SV_PolicingMSA/FL_4887/IMG_11_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_7_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_9_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_6_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_10_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_2_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_0_4887.jpg"",""SV_PolicingMSA/FL_4887/IMG_8_4887.jpg""]","4","","","","","","5","","4","[""./rc_img/cop_condGroup_10_CommunitySafety_autoscaled.png"",""./rc_img/cop_condGroup_10_SafeStreets_autoscaled.png""]","4",""
"demographics","survey-html-form","145","233716","0.0-145.0","","","","10","","","","","","","","","","","","13408","","{""age"":""26"",""sex"":""not-to-say"",""gender"":""man"",""gender-self-describe"":"""",""zipcode"":""""}","","","","","","","","","","",""
"demographics-list","survey","146","253169","0.0-146.0","","","","10","","","","","","","","","","","","19432","","{""P0_Q0"":null,""race-ethnicity"":[""South East Asian"",""Black or of African ancestry"",""Middle Eastern"",""None of the above""],""education"":"""",""P1_Q0"":null,""ideology"":"""",""P2_Q0"":null,""num-moves"":2,""P3_Q0"":null,""social-ladder"":8}","","","","","","","[]","","","",""
"end-survey","survey-text","147","255427","0.0-147.0","","","","10","","","","","","","","","","","","2254","","{""Q0"":""""}","","","","","","","","","","","0"
